,entity_name_digi,entity_name,value,cor_value,is_equal,is_substring,sequence_matcher,levenshtein_dist,category,pdf_name,word_len,levenshtein_dist_perc,ocr_mistake,ner_mistake
9,recipient_register_id,recipient_ic,62915070,62915070,1,1,1.0,0,code,2039217,8,0.0,False,False
10,recipient_name,recipient_name,"Fučík & partneři, s.r.o.",Fučík & partneři; s.r.o.,0,0,0.9583333333333334,1,text,2039217,24,0.041666666666666664,True,False
11,sender_address,sender_address,Mlýnská 149 251 01 Říčany,251 01 Říčany,0,1,0.6842105263157895,12,text,2039217,25,0.48,True,False
12,sender_tax_id,sender_dic,CZ9152100606,CZ9152100606,1,1,1.0,0,code,2039217,12,0.0,False,False
13,sender_tax_id,sender_dic,CZ9152100606,CZ9152100606,1,1,1.0,0,code,2039217,12,0.0,False,False
14,sender_register_id,sender_ic,08281149,08281149,1,1,1.0,0,code,2039217,8,0.0,False,False
15,sender_name,sender_name,Ing. Veronika Džalavjan,Ing:,0,0,0.2222222222222222,20,text,2039217,23,0.8695652173913043,True,False
16,sender_name,sender_name,Ing. Veronika Džalavjan,Ing. Veronika Džalavjan,1,1,1.0,0,text,2039217,23,0.0,False,False
17,sender_name,sender_name,Ing. Veronika Džalavjan,,0,1,0.0,23,text,2039217,23,1.0,False,True
18,total_base,total_amount_base,40000.00,,0,1,0.0,8,amount,2039217,8,1.0,False,True
19,total_due,total_amount_due,48400.00,,0,1,0.0,8,amount,2039217,8,1.0,False,True
20,total_tax,total_amount_tax,8400.00,,0,1,0.0,7,amount,2039217,7,1.0,False,True
21,var_sym,var_sym,42020,42020,1,1,1.0,0,code,2039217,5,0.0,False,False
0,bank_account,bank_account,1641549014/3030,1641549014/3030,1,1,1.0,0,code,2039472,15,0.0,False,False
1,bic,bic,AIRACZPP,AIRACZPP,1,1,1.0,0,code,2039472,8,0.0,False,False
2,currency,currency,CZK,Kč,0,0,0.4,3,misc,2039472,3,1.0,True,False
3,due_date,date_due,2020-05-20,2020-05-20,1,1,1.0,0,date,2039472,10,0.0,False,False
4,issue_date,date_issue,2020-05-11,2020-05-11,1,1,1.0,0,date,2039472,10,0.0,False,False
5,taxable_supply_date,date_uzp,2020-04-30,2020-04-30,1,1,1.0,0,date,2039472,10,0.0,False,False
6,iban,iban,CZ6630300000001641549014,CZ6630300000001641549014,1,1,1.0,0,code,2039472,24,0.0,False,False
7,invoice_id,invoice_id,F04-2020,F04-2020,1,1,1.0,0,code,2039472,8,0.0,False,False
8,recipient_address,recipient_address,Klimentská 1207/10 110 00 Praha 1,110 00 Praha 1,0,1,0.5957446808510638,19,text,2039472,33,0.5757575757575758,True,False
9,recipient_tax_id,recipient_dic,CZ62915070,CZ62915070,1,1,1.0,0,code,2039472,10,0.0,False,False
10,recipient_register_id,recipient_ic,62915070,62915070,1,1,1.0,0,code,2039472,8,0.0,False,False
11,recipient_name,recipient_name,"Fučík & partneři, s.r.o.","Fučík & partneři, s.r.o.",1,1,1.0,0,text,2039472,24,0.0,False,False
12,sender_address,sender_address,Za Penzionem 1278/19 789 85 Mohelnice,Za Penzionem 1278/19,0,1,0.7017543859649122,17,text,2039472,37,0.4594594594594595,True,False
13,sender_tax_id,sender_dic,CZ8211225308,CZ8211225308,1,1,1.0,0,code,2039472,12,0.0,False,False
14,sender_register_id,sender_ic,70556792,70556792,1,1,1.0,0,code,2039472,8,0.0,False,False
15,sender_name,sender_name,Štěpán Osička,Štěpán Osička,1,1,1.0,0,text,2039472,13,0.0,False,False
16,total_base,total_amount_base,108878.00,108878.00,1,1,1.0,0,amount,2039472,9,0.0,False,False
17,total_due,total_amount_due,131742.38,131742.38,1,1,1.0,0,amount,2039472,9,0.0,False,False
18,total_incl_tax,total_amount_incl_tax,131742.38,131742.38,1,1,1.0,0,amount,2039472,9,0.0,False,False
19,total_tax,total_amount_tax,22864.38,22864.38,1,1,1.0,0,amount,2039472,8,0.0,False,False
0,bank_account,bank_account,670100-2207112754/6210,670100-2207112754/6210,1,1,1.0,0,code,2039500,22,0.0,False,False
1,currency,currency,CZK,Kč,0,0,0.4,3,misc,2039500,3,1.0,True,False
2,due_date,date_due,2020-05-14,2020-05-14,1,1,1.0,0,date,2039500,10,0.0,False,False
3,issue_date,date_issue,2020-05-11,2020-05-11,1,1,1.0,0,date,2039500,10,0.0,False,False
4,taxable_supply_date,date_uzp,2020-04-30,2020-04-30,1,1,1.0,0,date,2039500,10,0.0,False,False
5,description,description,Fakturuji Vám za daňové poradenství poskytnuté během měsíce duben 2020.,Fakturuji Vám za daňové poradenství poskytnuté během měsíce duben 2020.,1,1,1.0,0,text,2039500,71,0.0,False,False
6,invoice_id,invoice_id,82020,82020,1,1,1.0,0,code,2039500,5,0.0,False,False
7,invoice_id,invoice_id,82020,82020,1,1,1.0,0,code,2039500,5,0.0,False,False
8,recipient_address,recipient_address,"Klimentská 1207/10, 110 00 Praha 1",11O 00 Praha 1,0,0,0.5416666666666666,21,text,2039500,34,0.6176470588235294,True,False
9,recipient_tax_id,recipient_dic,CZ62915070,CZ62915070,1,1,1.0,0,code,2039500,10,0.0,False,False
10,recipient_register_id,recipient_ic,62915070,62915070,1,1,1.0,0,code,2039500,8,0.0,False,False
11,recipient_name,recipient_name,"Fučík & partneři, s.r.o.","Fučík & partneři, s.r.o.",1,1,1.0,0,text,2039500,24,0.0,False,False
12,sender_address,sender_address,Dlouhá 33 370 11 České Budějovice,370 11 České Budějovice,0,1,0.8214285714285714,10,text,2039500,33,0.30303030303030304,True,False
13,sender_address,sender_address,Dlouhá 33 370 11 České Budějovice,370 11 České Budějovice,0,1,0.8214285714285714,10,text,2039500,33,0.30303030303030304,True,False
14,sender_tax_id,sender_dic,8811231374,8811231374,1,1,1.0,0,code,2039500,10,0.0,False,False
15,sender_tax_id,sender_dic,CZ8811231374,CZ8811231374,1,1,1.0,0,code,2039500,12,0.0,False,False
16,sender_register_id,sender_ic,06080367,06080367,1,1,1.0,0,code,2039500,8,0.0,False,False
17,sender_register_id,sender_ic,06080367,06080367,1,1,1.0,0,code,2039500,8,0.0,False,False
18,sender_name,sender_name,Ing. Štěpán Hrubý,Ing: Štěpán Hrubý,0,0,0.9411764705882353,1,text,2039500,17,0.058823529411764705,True,False
19,sender_name,sender_name,Ing. Štěpán Hrubý,Ing. Štěpán Hrubý,1,1,1.0,0,text,2039500,17,0.0,False,False
20,sender_name,sender_name,Ing. Štěpán Hrubý,,0,1,0.0,17,text,2039500,17,1.0,False,True
21,total_base,total_amount_base,50000.00,,0,1,0.0,8,amount,2039500,8,1.0,False,True
22,total_due,total_amount_due,60500.00,60500.00,1,1,1.0,0,amount,2039500,8,0.0,False,False
23,total_tax,total_amount_tax,10500.00,10500.00,1,1,1.0,0,amount,2039500,8,0.0,False,False
24,var_sym,var_sym,82020,82020,1,1,1.0,0,code,2039500,5,0.0,False,False
0,bank_account,bank_account,28210608063/0800,28210608063/0800,1,1,1.0,0,code,2039510,16,0.0,False,False
1,currency,currency,CZK,Kč,0,0,0.4,3,misc,2039510,3,1.0,True,False
2,issue_date,date_issue,2020-05-11,2020-05-11,1,1,1.0,0,date,2039510,10,0.0,False,False
3,taxable_supply_date,date_uzp,2020-04-30,2020-04-30,1,1,1.0,0,date,2039510,10,0.0,False,False
4,description,description,Daňové poradenství dle bodu 2.2. 1 smlouvy (Duben 2020),Daňové poradenství dle bodu 2.2.1 smlouvy,0,0,0.8541666666666666,14,text,2039510,55,0.2545454545454545,True,False
5,invoice_id,invoice_id,2020-5,2020-5,1,1,1.0,0,code,2039510,6,0.0,False,False
6,recipient_address,recipient_address,Klimentská 1207/10 110 00 Město Praha 1 ČR,Klimentská 1207/10,0,1,0.6,24,text,2039510,42,0.5714285714285714,True,False
7,recipient_tax_id,recipient_dic,CZ62915070,CZ62915070,1,1,1.0,0,code,2039510,10,0.0,False,False
8,recipient_register_id,recipient_ic,62915070,62915070,1,1,1.0,0,code,2039510,8,0.0,False,False
9,recipient_name,recipient_name,"Fučík & partneři, s. r. o.","Fučík & partneři, s.r.o.",0,0,0.96,2,text,2039510,26,0.07692307692307693,True,False
10,sender_address,sender_address,"Tobrucká 706/11, 160 00 Praha 6","Tobrucká 706/11, 160 00 Praha 6,",0,1,0.9841269841269841,1,text,2039510,31,0.03225806451612903,True,False
11,sender_tax_id,sender_dic,CZ7962081765,CZ7962081765,1,1,1.0,0,code,2039510,12,0.0,False,False
12,sender_register_id,sender_ic,3534634,3534634,1,1,1.0,0,code,2039510,7,0.0,False,False
13,sender_name,sender_name,Ing. Petra Vaněčková,Ing: Petra Vaněčková,0,0,0.95,1,text,2039510,20,0.05,True,False
14,tax_detail_base,tax_detail_base,89744.00,89744.00,1,1,1.0,0,amount,2039510,8,0.0,False,False
15,tax_rate,tax_rate,21,21,1,1,1.0,0,misc,2039510,2,0.0,False,False
16,total_base,total_amount_base,89744.00,,0,1,0.0,8,amount,2039510,8,1.0,False,True
17,total_due,total_amount_due,108590.00,108590.00,1,1,1.0,0,amount,2039510,9,0.0,False,False
18,total_tax,total_amount_tax,18846.00,,0,1,0.0,8,amount,2039510,8,1.0,False,True
0,bank_account,bank_account,2821608063/0800,28210608063/0800,0,0,0.967741935483871,1,code,2039511,15,0.06666666666666667,True,False
1,currency,currency,CZK,Kč,0,0,0.4,3,misc,2039511,3,1.0,True,False
2,issue_date,date_issue,2020-05-11,2020-05-11,1,1,1.0,0,date,2039511,10,0.0,False,False
3,taxable_supply_date,date_uzp,2020-04-30,2020-04-30,1,1,1.0,0,date,2039511,10,0.0,False,False
4,description,description,Dle smlouvy o výkonu funkce prokuristy  - duben 2020,Dle smlouvy 0 výkonu funkce prokuristy -duben,0,0,0.9072164948453608,8,text,2039511,52,0.15384615384615385,True,False
5,invoice_id,invoice_id,2020-115,2020-115,1,1,1.0,0,code,2039511,8,0.0,False,False
6,recipient_address,recipient_address,Klimentská 1207/10 110 00 Praha 1 ČR,Klimentská 1207/10,0,1,0.6666666666666666,18,text,2039511,36,0.5,True,False
7,recipient_tax_id,recipient_dic,CZ62915070,CZ62915070,1,1,1.0,0,code,2039511,10,0.0,False,False
8,recipient_register_id,recipient_ic,62915070,62915070,1,1,1.0,0,code,2039511,8,0.0,False,False
9,recipient_name,recipient_name,"Fučík & partneři, s. r. o.","Fučík & partneři, s.r.o.",0,0,0.96,2,text,2039511,26,0.07692307692307693,True,False
10,sender_address,sender_address,"Tobrucká 706/11, 160 00 Praha 6","Tobrucká 706/11, 160 00 Praha 6,",0,1,0.9841269841269841,1,text,2039511,31,0.03225806451612903,True,False
11,sender_tax_id,sender_dic,CZ7962081765,CZ7962081765,1,1,1.0,0,code,2039511,12,0.0,False,False
12,sender_register_id,sender_ic,3534634,3534634,1,1,1.0,0,code,2039511,7,0.0,False,False
13,sender_name,sender_name,Ing. Petra Vaněčková,Ing: Petra Vaněčková,0,0,0.95,1,text,2039511,20,0.05,True,False
14,total_base,total_amount_base,10000.00,,0,1,0.0,8,amount,2039511,8,1.0,False,True
15,total_due,total_amount_due,12100.00,12100.00,1,1,1.0,0,amount,2039511,8,0.0,False,False
16,total_tax,total_amount_tax,2100.00,,0,1,0.0,7,amount,2039511,7,1.0,False,True
0,bank_account,bank_account,2901497404/2010,2901497404/2010,1,1,1.0,0,code,2041508,15,0.0,False,False
1,currency,currency,CZK,,0,1,0.0,3,misc,2041508,3,1.0,False,True
2,due_date,date_due,2020-05-21,2020-05-21,1,1,1.0,0,date,2041508,10,0.0,False,False
3,issue_date,date_issue,2020-05-11,2020-05-11,1,1,1.0,0,date,2041508,10,0.0,False,False
4,taxable_supply_date,date_uzp,2020-05-11,2020-05-11,1,1,1.0,0,date,2041508,10,0.0,False,False
5,description,description,Na Základě vzájemné dohody Vám dobropisujeme slevu:,Na Základě vzájemné dohody Vám dobropisujeme slevu:,1,1,1.0,0,text,2041508,51,0.0,False,False
6,invoice_id,invoice_id,22910586,22910586,1,1,1.0,0,code,2041508,8,0.0,False,False
7,recipient_address,recipient_address,Třebešov 1 516 01 Rychnov nad Kněžnou,516 01 Rychnov nad Kněžnou,0,1,0.8253968253968254,11,text,2041508,37,0.2972972972972973,True,False
8,recipient_tax_id,recipient_dic,CZ25947672,CZ25947672,1,1,1.0,0,code,2041508,10,0.0,False,False
9,recipient_register_id,recipient_ic,25947672,25947672,1,1,1.0,0,code,2041508,8,0.0,False,False
10,recipient_name,recipient_name,"MATRIX, a.s.","MATRIX, a.s.",1,1,1.0,0,text,2041508,12,0.0,False,False
11,sender_address,sender_address,Kubíkova 1180/9 180 00 PRAHA 8 ČR,Kubíkova 1180/9,0,1,0.625,18,text,2041508,33,0.5454545454545454,True,False
12,sender_tax_id,sender_dic,CZ45799270,CZ45799270,1,1,1.0,0,code,2041508,10,0.0,False,False
13,sender_register_id,sender_ic,45799270,45799270,1,1,1.0,0,code,2041508,8,0.0,False,False
14,sender_name,sender_name,TELECON SERVIS spol. s r.o.,TELECON SERVIS spoll. s r.o.,0,0,0.9818181818181818,1,text,2041508,27,0.037037037037037035,True,False
15,total_base,total_amount_base,-5000.00,5000.00,0,1,0.9333333333333333,1,amount,2041508,8,0.125,True,False
16,total_base,total_amount_base,-5000.00,5000.00,0,1,0.9333333333333333,1,amount,2041508,8,0.125,True,False
17,total_due,total_amount_due,-5000.00,5000.00,0,1,0.9333333333333333,1,amount,2041508,8,0.125,True,False
18,var_sym,var_sym,22910586,22910586,1,1,1.0,0,code,2041508,8,0.0,False,False
0,bank_account,bank_account,1000053254/2700,1000053254/2700,1,1,1.0,0,code,2041514,15,0.0,False,False
1,bic,bic,BACXCZPPXXX,BACXCZPPXXX,1,1,1.0,0,code,2041514,11,0.0,False,False
2,currency,currency,CZK,CZK,1,1,1.0,0,misc,2041514,3,0.0,False,False
3,issue_date,date_issue,2020-05-11,2020-05-11,1,1,1.0,0,date,2041514,10,0.0,False,False
4,taxable_supply_date,date_uzp,2020-05-06,2020-05-06,1,1,1.0,0,date,2041514,10,0.0,False,False
5,description,description,Dobropisujeme Vám dodávku zboží. Důvod - Vyřízený zpětný odkup,Dobropisuj eme Vám dodávku zboži.,0,0,0.6526315789473685,32,text,2041514,62,0.5161290322580645,True,False
6,iban,iban,CZ1927000000001000053254,CZ1927000000001000053254,1,1,1.0,0,code,2041514,24,0.0,False,False
7,invoice_id,invoice_id,76243180,76243180,1,1,1.0,0,code,2041514,8,0.0,False,False
8,invoice_id,invoice_id,76243180,,0,1,0.0,8,code,2041514,8,1.0,False,True
9,recipient_address,recipient_address,čp. 1 516 01 Třebešov,,0,1,0.0,21,text,2041514,21,1.0,False,True
10,recipient_address,recipient_address,čp. 1 516 01 Třebešov,516 01 Třebešov,0,1,0.8333333333333334,6,text,2041514,21,0.2857142857142857,True,False
11,recipient_tax_id,recipient_dic,CZ25947672,CZ25947672,1,1,1.0,0,code,2041514,10,0.0,False,False
12,recipient_register_id,recipient_ic,25941672,25941672,1,1,1.0,0,code,2041514,8,0.0,False,False
13,recipient_name,recipient_name,MATRIX a.s.,,0,1,0.0,11,text,2041514,11,1.0,False,True
14,recipient_name,recipient_name,MATRIX a.s.,MATRIX a.s.,1,1,1.0,0,text,2041514,11,0.0,False,False
15,sender_address,sender_address,"tř.Václava Klenenta 869, Mladá Boleslav II, 293 01 Mladá Boleslav, Czech Republic,","E: .Vaclava Klemerta 8 69 , Mlada Boleslav FI, 293 01 Mleda BoLeslav, Gzech Republic,",0,0,0.8502994011976048,14,text,2041514,82,0.17073170731707318,True,False
16,sender_tax_id,sender_dic,CZ00177041,CZ00177041,1,1,1.0,0,code,2041514,10,0.0,False,False
17,sender_register_id,sender_ic,00177041,00177041,1,1,1.0,0,code,2041514,8,0.0,False,False
18,sender_name,sender_name,ŠKODA AUTO a.s.,SKODA AUTo a.s.,0,0,0.8666666666666667,2,text,2041514,15,0.13333333333333333,True,False
19,sender_name,sender_name,ŠKODA AUTO a.s.,,0,1,0.0,15,text,2041514,15,1.0,False,True
20,tax_detail_base,tax_detail_base,658.00,65800,0,0,0.9090909090909091,1,amount,2041514,6,0.16666666666666666,True,False
21,tax_rate,tax_rate,21,21,1,1,1.0,0,misc,2041514,2,0.0,False,False
22,total_base,total_amount_base,658.00,658.00,1,1,1.0,0,amount,2041514,6,0.0,False,False
23,total_due,total_amount_due,796.18,796.18,1,1,1.0,0,amount,2041514,6,0.0,False,False
24,total_tax,total_amount_tax,138.18,138.18,1,1,1.0,0,amount,2041514,6,0.0,False,False
0,bank_account,bank_account,1000053254/2700,1000053254/2700,1,1,1.0,0,code,2041515,15,0.0,False,False
1,bic,bic,BACXCZPPXXX,:BACXCZPPXXX,0,1,0.9565217391304348,1,code,2041515,11,0.09090909090909091,True,False
2,currency,currency,CZK,KC,0,0,0.4,3,misc,2041515,3,1.0,True,False
3,due_date,date_due,2020-06-08,2021-09-08,0,0,0.8,2,date,2041515,10,0.2,True,False
4,issue_date,date_issue,2020-05-09,2020-05-09,1,1,1.0,0,date,2041515,10,0.0,False,False
5,taxable_supply_date,date_uzp,2020-05-09,2020-05-09,1,1,1.0,0,date,2041515,10,0.0,False,False
6,iban,iban,CZ1927000000001000053254,CZ1927000000001000053254,1,1,1.0,0,code,2041515,24,0.0,False,False
7,invoice_id,invoice_id,36509255,,0,1,0.0,8,code,2041515,8,1.0,False,True
8,order_id,order_id,260803497,260803497,1,1,1.0,0,code,2041515,9,0.0,False,False
9,recipient_address,recipient_address,Třebešov čp. 1 516 01 Rychnov n. Kněžnou Česká republika,516 01 Rychnov n . Kněžnou,0,0,0.6097560975609756,32,text,2041515,56,0.5714285714285714,True,False
10,recipient_tax_id,recipient_dic,CZ25947672,CZ25947672,1,1,1.0,0,code,2041515,10,0.0,False,False
11,recipient_name,recipient_name,MATRIX a.s.,MATRIX a . S,0,0,0.782608695652174,3,text,2041515,11,0.2727272727272727,True,False
12,sender_address,sender_address,"Tř. Václava Klementa 869, Mladá Boleslav II, 293 01 Mladá Boleslav, Czech Republic","Tř. Václava Klementa 869 , Mladá Boleslav II, 293 01 Mladá Boleslav, Czech Republic",0,0,0.9939393939393939,1,text,2041515,82,0.012195121951219513,True,False
13,sender_tax_id,sender_dic,CZ00177041,,0,1,0.0,10,code,2041515,10,1.0,False,True
14,sender_tax_id,sender_dic,CZ00177041,CZ00177041,1,1,1.0,0,code,2041515,10,0.0,False,False
15,sender_register_id,sender_ic,00177041,00177041,1,1,1.0,0,code,2041515,8,0.0,False,False
16,sender_name,sender_name,ŠKODA AUTO a.s.,ŠKODA AUTO a.s.,1,1,1.0,0,text,2041515,15,0.0,False,False
17,total_base,total_amount_base,16311.00,16311.00,1,1,1.0,0,amount,2041515,8,0.0,False,False
18,total_due,total_amount_due,19736.31,,0,1,0.0,8,amount,2041515,8,1.0,False,True
19,total_tax,total_amount_tax,3425.31,,0,1,0.0,7,amount,2041515,7,1.0,False,True
0,bic,bic,CELLLULL,CELLLULL,1,1,1.0,0,code,2041533,8,0.0,False,False
1,bic,bic,CELLLULL,CELLLULL,1,1,1.0,0,code,2041533,8,0.0,False,False
2,bic,bic,INGBGB22,INGBGB22,1,1,1.0,0,code,2041533,8,0.0,False,False
3,currency,currency,EUR,EUR,1,1,1.0,0,misc,2041533,3,0.0,False,False
4,due_date,date_due,2020-07-06,2020-07-06,1,1,1.0,0,date,2041533,10,0.0,False,False
5,issue_date,date_issue,2020-05-07,2020-05-07,1,1,1.0,0,date,2041533,10,0.0,False,False
6,description,description,Grey Polishing 80mm 6H Foam velcro by 240 per box Polishing Foam,,0,1,0.0,64,text,2041533,64,1.0,False,True
7,iban,iban,LU180141332278500000,LU180141332278500000,1,1,1.0,0,code,2041533,20,0.0,False,False
8,iban,iban,LU130141132278503010,LU130141132278503010,1,1,1.0,0,code,2041533,20,0.0,False,False
9,iban,iban,GB13INGB23885920062943,GB13INGB23885920062943,1,1,1.0,0,code,2041533,22,0.0,False,False
10,invoice_id,invoice_id,INV20027694,INV20027694,1,1,1.0,0,code,2041533,11,0.0,False,False
11,order_id,order_id,S020003436,S020003436,1,1,1.0,0,code,2041533,10,0.0,False,False
12,recipient_address,recipient_address,Trebesov 1 CZ-51601 RYCHNOV NAD KNEZNOU Czech Republic,Trebesov 1 CZ-51601 RYCHNOV NAD KNEZNOU,0,1,0.8387096774193549,15,text,2041533,54,0.2777777777777778,True,False
13,recipient_tax_id,recipient_dic,CZ25947672,CZ25947672,1,1,1.0,0,code,2041533,10,0.0,False,False
14,recipient_name,recipient_name,Matrix a.s.,Matrix a.s.,1,1,1.0,0,text,2041533,11,0.0,False,False
15,sender_address,sender_address,"6, Op Tomm Zone Artisanale L-5485 WORMELDANGE-HAUT Luxembourg","6, Op Tomm",0,1,0.28169014084507044,51,text,2041533,61,0.8360655737704918,True,False
16,sender_name,sender_name,Dynabrade Europe,Dynabrade Europe,1,1,1.0,0,text,2041533,16,0.0,False,False
17,sender_vat_id,sender_vat,LU14244343,LU14244343,1,1,1.0,0,code,2041533,10,0.0,False,False
18,total_base,total_amount_base,3560.13,3560.13,1,1,1.0,0,amount,2041533,7,0.0,False,False
19,total_due,total_amount_due,3560.13,3560.13,1,1,1.0,0,amount,2041533,7,0.0,False,False
20,total_incl_tax,total_amount_incl_tax,3560.13,3560.13,1,1,1.0,0,amount,2041533,7,0.0,False,False
21,total_tax,total_amount_tax,0.00,0.00,1,1,1.0,0,amount,2041533,4,0.0,False,False
0,bank_account,bank_account,1387675882/2700,1387675882/2700,1,1,1.0,0,code,2041534,15,0.0,False,False
1,bic,bic,BACXCZPP,BACXCZPP,1,1,1.0,0,code,2041534,8,0.0,False,False
2,currency,currency,EUR,EUR,1,1,1.0,0,misc,2041534,3,0.0,False,False
3,due_date,date_due,2020-07-10,2020-07-10,1,1,1.0,0,date,2041534,10,0.0,False,False
4,issue_date,date_issue,2020-05-11,2020-05-11,1,1,1.0,0,date,2041534,10,0.0,False,False
5,taxable_supply_date,date_uzp,2020-05-11,2020-05-11,1,1,1.0,0,date,2041534,10,0.0,False,False
6,description,description,Fakturujeme Vám dle Vaší objednávky :,Fakturujeme Vám dle Vaší objednávky :,1,1,1.0,0,text,2041534,37,0.0,False,False
7,exchange_rate,exchange_rate,"27,12","27,12",1,1,1.0,0,misc,2041534,5,0.0,False,False
8,iban,iban,CZ8627000000001387675882,CZ8627000000001387675882,1,1,1.0,0,code,2041534,24,0.0,False,False
9,invoice_id,invoice_id,2200101131,2200101131,1,1,1.0,0,code,2041534,10,0.0,False,False
10,invoice_id,invoice_id,2200101131,,0,1,0.0,10,code,2041534,10,1.0,False,True
